state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change,_query_cbsa,_query_param,_loaded_at
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,3993,46.0,N,169,365,0,105,,,Certified,7.368645,4.720212,68.0,2023-02-26 21:00,42.0,2023-01-06 09:00,30.0,2023-01-01 20:00,30.0,2023-01-30 22:00,,,,,23.0,20.0,17.0,13.0,9.0,6.0,3.0,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,0.0,0.0,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,,,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,0.0,0.0,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,,,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,,,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,4.0,4.0,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,0.0,0.0,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,2004,88101,5,47.386111,-122.230278,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,165,45.0,N,165,365,0,0,42.0,4.0,Certified,7.362424,3.099338,16.8,2023-02-02 00:00,16.3,2023-01-31 00:00,16.2,2023-01-01 00:00,16.0,2023-02-01 00:00,,,,,16.3,16.0,13.5,11.8,9.1,6.8,3.9,KENT - JAMES & CENTRAL,"614 RAILROAD AVE N, KENT",Washington,King,Kent,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8591,98.0,Y,363,365,0,150,,,Certified,8.473053,9.103847,274.0,2023-07-04 22:00,222.0,2023-07-04 23:00,208.0,2023-07-05 00:00,183.0,2023-07-04 21:00,,,,,41.0,33.0,23.0,17.0,10.0,6.0,2.0,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,2.0,2.0,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,,,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,2.0,2.0,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,,,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,,,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,41.0,41.0,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,2.0,2.0,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,061,1007,88101,5,48.054315,-122.171529,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,356,98.0,Y,356,365,0,0,109.0,41.0,Certified,8.424438,5.817937,42.9,2023-07-05 00:00,41.9,2023-07-04 00:00,31.3,2023-08-20 00:00,31.0,2023-11-25 00:00,,,,,31.0,25.5,19.8,15.9,9.9,6.7,3.5,MARYSVILLE - 7TH AVE (Marysville Junior High),1799 7th S,Washington,Snohomish,Marysville,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8410,96.0,Y,354,365,0,342,,,Certified,7.970392,6.110603,117.0,2023-08-20 16:00,110.0,2023-08-20 15:00,98.0,2023-08-20 17:00,91.0,2023-08-20 14:00,,,,,30.0,25.0,19.0,14.0,10.0,7.0,3.0,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,1.0,1.0,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,,,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,1.0,1.0,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,,,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,,,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,21.0,21.0,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,1.0,1.0,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,5,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,349,96.0,Y,349,365,0,0,95.0,21.0,Certified,7.948711,4.740517,46.2,2023-08-20 00:00,34.5,2023-08-26 00:00,26.2,2023-11-01 00:00,25.2,2023-07-05 00:00,,,,,25.2,23.3,16.1,12.6,9.3,6.7,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,0.0,0.0,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,,,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,0.0,0.0,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,,,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,0.0,0.0,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,,,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,0.0,0.0,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,1,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,51,85.0,N,51,60,0,0,10.0,0.0,Certified,6.319608,2.568036,12.9,2023-11-26 00:00,11.4,2023-01-30 00:00,11.2,2023-01-24 00:00,10.3,2023-10-09 00:00,,,,,12.9,11.4,11.2,10.0,8.1,6.0,3.3,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,2,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,83.0,N,25,30,0,0,0.0,0.0,Certified,6.677778,2.943223,15.6,2023-08-28 00:00,11.8,2023-01-24 00:00,10.3,2023-09-15 00:00,10.0,2023-09-21 00:00,,,,,15.6,15.6,11.8,10.3,8.6,6.5,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,2,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,83.0,N,25,30,0,0,,,Certified,6.677778,2.943223,15.6,2023-08-28 00:00,11.8,2023-01-24 00:00,10.3,2023-09-15 00:00,10.0,2023-09-21 00:00,,,,,15.6,15.6,11.8,10.3,8.6,6.5,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,2,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,83.0,N,25,30,0,0,0.0,0.0,Certified,6.677778,2.943223,15.6,2023-08-28 00:00,11.8,2023-01-24 00:00,10.3,2023-09-15 00:00,10.0,2023-09-21 00:00,,,,,15.6,15.6,11.8,10.3,8.6,6.5,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,2,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,83.0,N,25,30,0,0,,,Certified,6.677778,2.943223,15.6,2023-08-28 00:00,11.8,2023-01-24 00:00,10.3,2023-09-15 00:00,10.0,2023-09-21 00:00,,,,,15.6,15.6,11.8,10.3,8.6,6.5,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
53,033,0057,88101,2,47.55975,-122.338265,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,83.0,N,25,30,0,0,0.0,0.0,Certified,6.677778,2.943223,15.6,2023-08-28 00:00,11.8,2023-01-24 00:00,10.3,2023-09-15 00:00,10.0,2023-09-21 00:00,,,,,15.6,15.6,11.8,10.3,8.6,6.5,3.8,SEATTLE - DUWAMISH,4700 East Marginal Way South,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2024-05-17,42660,88101,2026-06-19 09:34:27.663212-07:00
